Rating,Label,Review
1.0,0,purchased microwave dec live alone heavily used within year started develop rust inside along seams even though always careful allow dry thoroughly use paint inside microwave actually bubbled peeling even know safe use many microwaves long life never seen anything like anyone show recommend anyone buy microwave
1.0,0,nicelooking microwave thats good featurei noticed received touch panel slightly bubbled although seem affect performance afraid might future ordered replacement exact problem cooking anything excessive dripping condensation forms inside microwave dry door turntable literally dripping wet time reviewers noted black decker microwaves within weeks power seemed drop half unfortunately return
1.0,0,microwave stopped working work need return order another one
1.0,0,good microwave set plugged put tv dinner started smoke thinking maybe something wrong tv dinner tried something else smoked also
1.0,0,bought replace current small microwave would fit dr brown bottle sterilizer based published internal dimensions item description fit fine lots spare room internal dimensions x x wdh fact way fit sterilizer remove carosel plate angle right actual door opening wide x high carosel installed high depth note bump back back side still nowhere near advertised interior dimensions disappointing buying fit specific items please include accurate dimensions tell people real product interior dimensions wide x height x depthupdatefire hazard less two years fire hazard shorts archs smokes try heat frozen food multiple known microwave safe containers smoke bright light emit side panel soon push start item huge fire hazard
1.0,0,microwave take forever heat food good size limited counter space usual minute seconds heat food sometimes double triple heat food tried minutes regular size plate food still cold tried minutes still cold tried snd eventually got warm power button doesnt work one got theres adjusting knowing setting
1.0,0,supposed best microwave opinion worst warm food turntable works wants original box return unhappy stay away one
1.0,0,single person light usage meticulous cleaning chemicalsthis happened year half black n decker support frustrating send repeated multiple documentation tell warranty sometimes make exceptions said caseso far extended warranty wont cover eitherupdate asurion warranty stepped upyay still disappointed blackndecker buy
1.0,0,product worked fine didnt stopped working months days purchase date began sparking burned area righthand side wall pretty scary apparently wellmade appliance like lasts less year quite disappointing know brands better would advise staying away one
1.0,0,return defective didnt work
1.0,0,microwave lightweight easily moves aroundnever consistently cooks make bag popcorn minutes burns next bag set minutes popped completelynot powerful statesoverall good microwave wish would paid little better one
1.0,0,opendoor button broke within months use surface buttons started wearing looking ragged within months use still heats food good quality
1.0,0,decent microwave oven lasted powerful get used reason one star review longevity product died exactly two months year warranty expired expecting black decker turn microwave flame inside scary noise burnt electric smell goes garbage good short lifespan years months service
1.0,0,one trash product boy make em like used reviewing small w version buttons terrible lean hard accept command oven light slides counter back flush one side sticking farther press hard settles crooked position second button nothing timer cant add timer running favor look elsewhere thing worthless
1.0,0,buttons work control panel buttons intermittently worked first days got progressively frustrating completely stopped working
1.0,0,ordered twice times delivered damaged gave try
1.0,0,never got use received dented use
1.0,0,black decker microwave arrived box without damage perplexed past ive ordered items lightly used slight damage acceptable amazon
1.0,0,doesnt cook food heat even seconds gotta almost add minute extra work get warm
1.0,0,number pad work
1.0,0,enough power
1.0,0,noticed sweating lot interior left side hot touch running min air moving near ventsresearched apparently fan longer working unacceptable short time frame choose different brand
1.0,0,reliability huge issue broke half year light use
1.0,0,bought microwave last year always problems moisture collection door bottom inside clean regularly wipe moisture tonight discovered maggots growing inside microwave disgusting dont know microwave many good reviews buy
1.0,0,microwave leaves condensation use dont wipe every use mold throw
1.0,0,rd use wife popping popcorn microwave heard explosion maybe seconds starting turntable cracked half never seen happen entire life amazon help wanted contact manufacturer maybe give wanted microwave worked properly one went guess trip walmart sending back refund maybe theyll give money back im done prime whole amazon company theyre company
1.0,0,terrible underpowered microwave keypad worst push keys hard sometimes dont work doesnt fit full plate even though thats description says stars
1.0,0,would recommend microwavei bought microwave less year ago recently broke specifically sparked baking simple potato plate luckily next device small fire starting immediately stopped ive never experienced product malfunction mannerfurthermore whats almost disappointing experience customer service awful incident occurred called company explain situation told someone would contact rectify situation weeks ill update review accordingly hear back customer service matter resolved
1.0,0,would push start button power stopped also tripped circuit nearby circuits kitchen island flip breaker switches power box restore power socketsit happened weeks later sockets stopped working completely flipping breaker switches doesnt reset anymore im without electricity kitchen island thanks black decker
1.0,0,couldve gotten bigger microwave might work good size price worth recommend unless single person
1.0,0,bought microwave use work would use times per week completely stopped working years year years never used wasnt work due covid listened reviews stating stops working waste go landfill parents microwave almost years still works perfectly nothing made last anymore
1.0,0,microwave years broke bought new one dont know issue every time use gets much steam condensation inside microwave quickly mold dont notice dry right away
1.0,0,small takes twice long cook anything thought black decker quality dont buy buy larger one wattage trying frugal end buying another throwing
1.0,0,wouldnt bad died however innard upper right hand interior corner started sparking caught fire good thing kitchen happened
1.0,0,looking inexpensive microwave pay attention wattage power unit takes forever heat anything upso im going looking buying another unit end paying money noticed wattage spent little dont make mistake made
1.0,0,recommend product microwave cook food thoroughly middle meals left frozen
1.0,0,ring damaged
1.0,0,even power takes twice long cook everything small dinner plate fit
1.0,0,looks nice small compact spaces product broke usuals anymore exactly time two year warranty expired
1.0,0,microwave weak max power level takes forever cook something ex tried cook trader joes frozen meal said cook high min took least min luke warm seems abnormal microwave also something wrong design grip holds glass plate place turntable matter fidget comes track almost every time like plate randomly track makes spin feature useless causes spills feel like last one bought zero problems crappy small microwave could breathe heavily something heat faster
1.0,0,got plugged turned heat anything contacted amazon wanted trouble shoot asked return informed would take facility ship could pay picked house amazons slowly going downhill years
1.0,0,ive microwave since approximately end january longer use electrical burning smell used course return window closed well
1.0,0,arrived broken severely dented un useable
1.0,0,new microwaves supposed last years brand last long bottom delaminatedthe coating cracked bottom microwave usable really small inside normal dinner plate close fit plate turns food slips often microwave gets hot top right side even running hard clean food gets cracks back bottom even though tried get area softbristled brush using normal methods still stained crack looks dirty inside cleaned wish warranty offered pos would sent back knew low quality
1.0,0,control panel defective item returned sellers customer service said normal item returned
1.0,0,live apartment come microwave bought one fit perfectly kitchen worked pretty well unfortunately yesterday used seconds saw red flashes going inside smoking needless say needed return pretty easy amazon manufacturer pretty disappointed purchase didnt work would recommend considering electrical hazard
1.0,0,pretty sad work reviews good looking compact microwave replacing kenmore weve forever opening accommodate either dinner plates funny even read review black decker website stating quoted cubic feet read glass turntable old one took chance measure inside walls perfectly flat tell dinner plate would fit interior unless tilted seem like great idea w plate full food want oven im frustrated
1.0,0,hard get dinner plate fit complicated operate
1.0,0,terrible box damaged looks like microwave returned packaged sent next customer microwave dented several areas also display panel broken ordering black decter
1.0,0,worked one year heating slice pizza one day sparks fire shot microwave unplugged tried get black deckermidea honor two year warranty giving us run around radio silence looking good microwave dont buy one note kept microwave clean
1.0,0,smaller appears fits things takes forever heat anythingover time builds moisture walls always wet standing water turntable causes bacteria mold growth bad smell surprisingly bad microwave
1.0,0,actually came damaged taken pieces came top clearly bent cant put touch pad plastic inside broken wont sit correctly bent
1.0,0,media could loadedfor reason microwave completely shuts overworked minutes makes one clicking sound powers completely digital display oven light nothing overheating maybe right side microwave gets hot guessing sort fuse triggered comes back life several minutes work light duty microwaving minute otherwise avoid piece junk
1.0,0,media could loadedbox broken entire microwave coming apart
1.0,0,microwave work return back amazon
1.0,0,brand new received door wont open push button engaging plastic fitting push door latch improper installationof plastic fitting snapped place found removing cover microwave numerous tries able snap plastic lever back correct position door button works fine hasslebut im waiting another microwaveprobably would buy another black decker
1.0,0,first odor consenting cleaning item sparks came would like return item money put back gift card check amountthanking adavance dorie shabazz
1.0,0,stopped working almost exactly years purchase lightly used mostly reheating replaced small microwave many years old recommend microwave
1.0,0,microwave came damaged button door wasnt able go door microwave wasnt able open noticed seen damaged
1.0,0,wanted smaller microwave bd disappointment turntable big unit centered inside bowlplate spinning lopsided standard dinner plate fit would get stuck turntable turning buttons also would depress last straw use smaller dishes im going keep microwave buttons work
1.0,0,dont buy thingit never good heating things evenly even spinning tray food would warm unevenly spots ice cold others hotthe bigger problem keypad failed year rather infrequent use uselessthis thing junk dont buy spend little better microwave
1.0,0,works take longer heat powerful thought would
1.0,0,purchased nov warranty guess troubling quit first thought problem plates using worked others never anything metal gold rimmed know finally clear thing broken frightening sound defective item although worked year month
1.0,0,tried microwave bag popcorn microwave got way hot lit popcorn fire scorched inside completely brown using days th first order never arrived due danger ive request refund
1.0,0,builtin microwave died recently verrrrry long life finding replacement major ordeal dont know long new microwave installed decided buy one priced low get wait use microwave every day reheat things like soup casseroles unfortunately black decker piece junk cant even use reheating maybe would work students dorm need something make popcorn microwaveready foods useless adult kitchen
1.0,0,pushing start setting times issue really push buttons hard setting clock big issue wait till pm set zero button doesnt work memory
1.0,0,dont understand second time get delivered fist time came broken even trash box return received new one today also damaged waste money definitely buy
1.0,0,microwave worked fine couple months inexplicably started smoke use one time anytime turn immediately smells like something burning food like plastic burning smell definite fire hazard point amazon recommended calling manufacturer get busy dial tone try number suppliedi would look elsewhere small microwave
1.0,0,touch pad process items input returned
1.0,0,bought daughters dorm room august confirmed nobody put metal objects microwave wife visited nyc found rightside interior panel sparking consistently stopped using searched spark commentsreviews apparently lot consumers issue could major fire hazard roommates microwaveand even last months
1.0,0,ordered microwave amazon recommended control panel buttons work even friend come try work hard carry ups return disappointed
1.0,0,purchased microwave may started fire item used heat things
1.0,0,worst microwave probably appliance overall ive ever owned takes minutes heat cup coffee super small turning plate falls stabilizer everytime use microwave got rid old microwave black decker never disappointed regret immensely
1.0,0,started blinking st time used garbage buy
1.0,0,microwave job push buttons times works heat amounted time packages require slam door loud obnoxious sound every time sound like cheap live learn bought expensive one pass one unless desperate
1.0,0,expected disappointed
1.0,0,awful devicemoves slightest touch zero wait closing opening like opening year rusted garage door barely fits small dinner plate barely warms anything bigger meatball bag microwave popcorn doesnt even fully rotate insideburnt popcorn matter rotation plate never ever stays track flies every possible moment honestly known better get black decker product line items cheap waste market spacesave hassle get something better
1.0,0,return dented door would open microwave
1.0,0,poor quality microwave oven took long time heat anything cup water tea leftovers popcorn reached black decker past year warranty device started run buttons activated started shut mid cook cant use upgraded samsung last night buy black decker products appliances amazon learn mistake
1.0,0,small plate barely fits plate comes constantly moves around wont settle middle takes forever heat takes mins get small bowl soup warm late return trashing buying new microwave
1.0,0,heating food microwave safe container side microwave caught fire making crackle sound sparked
1.0,0,microwave garbage labels front unit worn sounds random using clearly way months ive microwaves last years one needs avoided much better buying one w box store much reliable
1.0,0,mine big dent right side
1.0,0,worst microwave ever ventilation work right condensation beyond excessive almost burned hand hot water dripping roof contacted company got passed person person supplied documentation asked told normal far buy
1.0,0,purchased product even year ago already broke reached black decker help referred manufacture reached never heard back dont recommend product black decker since dont seem care customers
1.0,0,hard see top rated since died months sound like going explode turn guess things dont last
1.0,0,internal dimensions listed truly accurate measure recessed bumpout inside box bottom overall internal size measurements work using sort elevated plate tall foot using simple flat plate internal dimensions half inch narrower bump microwave size makes differencevery disappointed receive item confirmed dinner plate fit realize dimensions provide fully accurate actually cant fit dinner plate
1.0,0,size fits thought black decker good brand microwave weak weeks opened would shut runs open door dangerous wanted call customer support bd trouble shoot pos worth amazon taken return
1.0,0,moved one room apartment needed new microwave thought mightve needed got takes like third kitchen shelf space sounds loud could hear hallway already considering replacementedit weak small even put frozen tv dinner without trying hard spin get stuck walls barely fit bowl
1.0,0,everything working great wasnt used twoperson household used outrageously months would regularly cleaned ive never microwave start sparking making grinding noise like one disappointment see happen months use buy another microwave definitely one
2.0,0,purchase brand since many items seem well methis disappointment functionally two reasons slides counter would oem build something live formica counter top slick unstable supports get tiny thin writing black back lighted labeling product never needed turn big light kitchen put glasses dothe noise put bit first started startled meall microwaves ever fan noise higher pitch light hum one xs loud low textured buzz hum buzz buzzing heavy running soundits least expensive costly since find price always even usually indicator goodnotgood went brand reviewsi read see reviews state say understand get today wow dootherwise controls somewhat intuitivethe times heat watt unit prior watt unit felt need use much wattage heat water warm food etci anticipating inside dimensions tight remain functional experience units mean eg like id love heat slices pizza time one place room power watt unit however often wind two even one slice order heat slice versus getting spotty hotcold evenly warmed slight overlaps slices never works actually burned things got jammednot rotate smaller footprint would seems nonissue better way however manual says allow three inches around unit using placing may functionally small footprint imagine airheat need take seriouslyso anyway microwave door looks safe remain safe hope sag loosen etc leak warning concerning door however nonback lit control labels small fonttype thinlighthard see figure way keep sliding counter top dangerous even adults wow looked box antislide thing installed none mean microwave ever installed nonsmooth easy clean sanitize surface sliddy blackdeckerin opinion miss mark would otherwise first use rate would rate otherwise even stars buzzing running thing likely something could addressed many things see today usually lowering cost manufacturing deal mechanical audio hear theyve done versus could quiet substantiallyso hope assists someone additionally say sliding issue small control labels noise issue take reviews heart consider issues wish yes could return may well see whos say others may like much time spend returns especially something size easy get shipper consider advice experience
2.0,0,may think need watts run says many times back device says label input power watt output microwave poweram one thought microwave would consume watts
2.0,0,fair decent small microwave years light use started rusting inside apparent reason years later pretty yucky looking inside beginning taken longer cook things expected based price nice way fits counter small galley kitchen worth purchase price looking something lasts years looking cook bigger items may
2.0,0,owned month use times week still functions nowhere near powerful month ago example frozen costco burrito microwaved exact way every time need microwave burritos twice long cook fully items also dont cook anymore
2.0,0,microwave takes twice long cook packaging instructions past normal microwave buttons also hard press must pressed hard respondonly positive microwave looks nice
2.0,0,tidy size like appearance nice fits tall cups even though take much counter space easy use control panel said work well powerful enough need adjust cooking time everything even extra minute enough heats unevenly annoying microwave popcorn bag kept getting stuck popping way found prime heating time min whereas old microwave needed min pop popcorn clearly deal breaker everyone sick food cold centers sadly tolerated past return window money meh
2.0,0,microwave almost years need replace read microwaves expected last years inside started peelingchipping result rusting family complained takes twice long microwaves heat food comparing onesat work bit loud use water tends build easily inside contributing rusting going invest better one time around
2.0,0,put bag microwave popcorn hit popcorn button came back literally two minutes popcorn burnt smoking happened popcorn bag unfolded big rotate microwave small cannot take regular bag popcorn smoking damage buying larger microwavei think made mistake walking away also think microwave able deal popcorn bag
2.0,0,takes x time warm food weak regret purchasing
2.0,0,like microwave popcorn brand large size bags edges scorched burned hole plastic right side microwave bag big microwave much turntable turn almost popped stood still continuing pop get rid microwave took transfer station recycle careful larger microwave works much much better
2.0,0,small bag popcorn room turn standard plate tipped one side fit
2.0,0,knew bought would take longer heat things im used weak takes minutes boil cup watermy bigger problem seems cheaply made ive months surprised lasts another start plastic coating keypad lay smoothly theres small bubble plastic coating inside microwaves doorabout weeks ago began make increasingly loud noises use sounds like turntable sourcemy advice save money buy better product
2.0,0,lasted years part touch panel stopped workingi unplug time need clear cook timeclock
2.0,0,microwave horrible minutes thaw pound meat pops half bag popcorn start burning minutes warm corn dog microwave good
2.0,0,never used microwave whose buttons soooooooo hard press literally took strength
2.0,0,okay yes inexpensive thats bought mainly know saying get pay difficult click open dread every single timealso ever single time put tv type dinner lets say dinner says cook minutes well add least another minute two every single time still cold parts dangerous foods like chicken warm food water coffee hit two minutes coffee biggest pain button open push sooo hard get snap door open oven slides backwards thing hold top oven push latch button makes say buy expensive one hope user friendly worth
2.0,0,seems make top higher inside space small low power thats okay benefit draws less current like bigger ones thatupdate using w model find pressing buttons annoying black hard see finding right spot press pretty difficult plus door hard open others said
2.0,0,couple months thing already dying also quite anemic advertised w probably closer w
2.0,0,volts low takes twice long cook per instructions worth money
2.0,0,works thats bought fits space sharp wore million usesand make model longer heats crappy machine million functions hard use figure necessary need reheat heat food oh mention loud added perk buy sharp toshiba get better quality might cost worth
2.0,0,microwave couple months needing dirty pot take less time something would stove currently waiting reheat soup minutes far fully pop bag popcorn unless option would look elsewhere
2.0,0,previously owned amazon basics microwave perfect would type times like time microwave first press time cook button enter time annoying extra step buttons less sensitive previous microwave really press firmly
2.0,0,review coming almost years ownershipi use microwave day heat coffee left overs powerful takes mins heat cup coffee leftoverswhats good main reason posting review paint coating inside ceiling microwave peeling falling offthankfully cover food w paper towel heating food im thoughtful heating liquids thats happened piece paint coating got coffeepics referenceto clear food ceiling thats breakdown coveringpainti pretty ocd cleanliness possible multi purpose cleaners use contributed also use white vinegar nevertheless time new microwave
2.0,0,old microwave stopped functioning midmorning needed something day delivery older model fantastic lasted many years replacement model available til later week wait long relied company reputation great products would never buy brand againat least microwaves takes much longer defrost cook previous microwave item defrost daily used take seconds takes almost two minutes leaves remaining odor previous micro didnt stuck soon possible changing old brand really disappointing
2.0,0,wanted small microwave unit counter chose black decker brand successesthis small small even bag microwave popcorn also buttons difficult get respond takes tries get pressing entered noisy omg noisy could return would ive longer return policy allows reason consider returning sooner figured buttons needed breaking could live issues seriously buttons noise driving crazy
2.0,0,microwave looks great fits perfectly small corner kitchen also fits largest platesbowls perfectly however couple issues first biggest using couple weeks microwave lunch plates covered paper towel spots inside walls formed mold seems microwave evacuate steam small space well weak fan needs run longer cleaning inside thoroughly ive leaving door open min use expect kill light bulb pretty quick second buttons kinda hard press hit miss responding depending press
2.0,0,item small would accommodate bacon cooker
2.0,0,sure know looking microwave small relatively weak terrible popping corn
2.0,0,ive months heating element starting go
2.0,0,okay microwave job actually complaints microwaving food ive never see microwave microwave anything moisture water done water condenses inside microwave drops water inside gets sopping wet overheating water exploding since moisture apparently gets stuck inside begins smell rancid smells like urine clean constantly never clean microwave many times odd gross
2.0,0,looks nice works okay interior light stopped working weekdisappointed
2.0,0,gotten larger oven one much smaller like
2.0,0,wimpy microwave takes many many minutes things old one also small probably evident looked dimensions
2.0,0,bought october paint bubbling chippingi guess make sure sparks
2.0,0,internal specifics see lead believe cavity hold aup inch plate case inch plate would fit cavity internal dimensions x x wdh statement site
2.0,0,helloi sending message notify microwave become hazard need replacement recently used microwave placed food per usual moved away attend work time smelled something peculiar went go check microwave seen smoke rising profusely exits best clean still smells excessively smoke tried use incident seen looked like smoke formulating inside concerned continuing try use microwave may cause fire feel safe state possible could please send replacement sincerely appreciate assistance
2.0,0,surprised disappointed find small microwave popcorn bag touches sides cant rotate popcorn gets part burned part unpopped found late return
2.0,0,paintlining failed microwave produces sparks failed
2.0,0,moved house builtin microwave one without needed small countertop microwave things like melting butter reheating leftovers maybe unfair compare microwave builtin takes three times long heat something also occasional problem kind freak try input time makes beep tone stop pressing keys anything unplugging helps next time happens weve six weeks seems par course mass produced made china electronics
2.0,0,tiny lowpowered microwave expecting expecting paint start bubbling peeling within couple months inside start rust along edges ive year half paint bubbled peeling top bottom scraped wheels dish impossible clean plan replace good purchase
2.0,0,plate always slides deprivation started smoking year half
2.0,0,even highest power setting takes forever heat stuff said eventually heat took minutes heat minute healthy choice meal long youre willing mix reheat couple times great small spaces
2.0,0,bought micro wave back april today may decided spark die sure life span microwaves days one pruchase lasted several years thought item would lasted longer toothis lot good reviews bought sure one situation
2.0,0,year weeks one broke us buy risk
2.0,0,display broken lights first two digits show
2.0,0,microwave takes x long heat anything old microwave creates steam every time take something matter seems pool water bottom interior light doesnt reminder beep take food like takes less counter space overall worth spend bucks get decent microwave
2.0,0,use microwave mainly warming leftovers meals popcorn numbers words small see could return ive used week others fit space looks easy clean cleaned yetat age would definitely buy one handle open door need child lock
2.0,0,first impression looks good controls easy use price lowbut problems cook evenly first thing tried frozen burrito minutes could see cheese melting ends nothing unusual cut found center still frozengranted low power oven gave another seconds still center frozen ends hoti gave away bought ge little bigger power
2.0,0,microwave arrive dented huge dent bottom left side vents front key pad large bubble numbers also
2.0,0,good size functions buttons difficult use wouldnt
2.0,0,issue low power level probably states didnt pay attention lol takes awhile heat things comparison last one
2.0,0,heats things fine gets weirdly wet inside wipe constantly
2.0,0,even last year horrible
2.0,0,buttons hard use press hard work glass plate stay place makes lot noise mess cooking heating food
2.0,0,good size take much space heat food well returning
2.0,0,microwave smaller expected measured space bought size thought closest small holds coffee cup doesnt hold microwave popcorn makermy real problem device constantly smells burnt washed several times still always burnt smelli think soon buy different model better meets needs
2.0,0,light push bar open whole thing moves back also airtight found spider inside another glass digital numbers
2.0,0,trouble finding compact microwave could accommodate inch plates thought one would winner based dimensions listed online interior dimensions accurate actual opening door smaller plate could fit heavily tilted exactly want plate loaded food outside seemed fine microwave
2.0,0,nice compact microwave didnt even last months sputtered smoked flashed anddone
2.0,0,buzzer loud continous cannot stopped shutting door noise goes onchild lock buzzer pain needed never one microwavea bad idea beep beep beep beep etc
2.0,0,works well cooking dislike way plate stay place got fix every use dislike inside stays wet use would buy item
2.0,0,microwave small works fine smaller expected
2.0,0,purchased wedding gift cousin shipped received scratches ding front
2.0,0,donot like face part product work recourse buy another one really sucks
2.0,0,dam small suspend buying amazon
2.0,0,ive microwave less months door button already stopped working really work button help door open hand id like refundreplacement
2.0,0,umm product meh go buy another one priced ask took forever get works
2.0,0,cheap price however took two minutes heat old microwave takes minutes id return werent going redo kitchen next year would never recommend product
2.0,0,dent first opened returned
2.0,0,product totally wet inside condensation use
2.0,0,stopped working within six months
2.0,0,againanother reason buy appliances linetakes minutes warm french toast thing power barely enough space insert plate
2.0,0,bought mom gift replace old microwave disappointed hard open user friendly one owned
2.0,0,used make popcorn using icon popcorn didnt pop add second burned makes uncomfortable noise
2.0,0,started beeping stop unplugged days use returned purchased totally different brand directly brick mortar store
2.0,0,picture misleading one price big
2.0,0,tray stay seated lot moisture collects side steam escapes throu door
2.0,0,terriable microwaveslides overbuttons lightedbuttons hard activate especially openonly ordsred could go best buy virusdo buy
2.0,0,worked fine year looks nice counterthe numeric pad died one year moderate use never happen guess got lemon
2.0,0,right size takes forever heat anything like min one bowl pasta
2.0,0,underpowered takes x longer microwaves recommended
2.0,0,microwave weak takes several minutes heat even small bowl soup sometimes still luke warm could return would
2.0,0,microwave little power takes forever warm anything bought compact size realize would weak
2.0,0,looks nice perfect size effective
2.0,0,perfect microwave someone stuck tiny house nation episode rv camper owners would love item everyone else buy watts
2.0,0,knew cu ft would small sucker tiny anything larger saucer wont fitspin microwave plate ended sending back
2.0,0,smaller expected may work well dorm fir using dinner plates
2.0,0,ran microwave minutes started melt smelled like burning plastic buyer beware
2.0,0,little needs
2.0,0,weak things used cook minutes take minutes micro power
2.0,0,cheap buy something better
2.0,0,dont waist money one
2.0,0,didnt expect small
2.0,0,horrible worse hotel microwave
2.0,0,smaller expected pricing
2.0,0,smaller wanted
2.0,0,interior starting smelling like rotten garbage discontinue use
2.0,0,item small
2.0,0,cool buy works taken care ofits either food warm year stop working generali didnt buy amazon saying brand giving worth mines basically stopped working year
2.0,0,bought back everything works years later throw starting rust around door framing door rests
3.0,0,drawback handle hard open shuts loudly
3.0,0,pros good power fits space cons glass plate notches fit corresponding notches bottom unit fit tight enough plate easily becomes unstable heavier foods top beeper sounds times even ive opened door taken food light stays close door leave door ajar light stays close door smaller interior cavity means fewer items fit space past microwave fit small space larger cavity
3.0,0,microwave light feet sticky pushing button sliding around stuck huge mousepad fix um anyone test device
3.0,0,bought weight fm strong health problems wished got different one almost weight size expected easy use big problem glass turntable keeps popping even weight plate plate heavy interfering turning still pops works small item middle turntable went defrost chicken cutlets one time reasons put one star easy use stars overall rating
3.0,0,purchased microwave back getting divorced years later experiencing paint bubble turntable strip paint behind door separating whole flat vertical surface microwave mainly used times per week cleaned regularly inexpensive would expect appliance life cycle years
3.0,0,cooks well loud
3.0,0,wanted smaller microwave tiny small portions take much longer heat knew thered difference takes times longer
3.0,0,tough time finding space microwave could sit electric cordplug big bulky comparison size appliance microwave met expectation size clue cordplug would bulky large issticks far precludes placing small corner location unfortunately cant return box arrived soiled painters would kept
3.0,0,year metal rusting plastic panel coming otherwise functional
3.0,0,microwave smaller side decent doesnt heat food evenly one side plate hot side still cold
3.0,0,blackdecker emcb digital microwave oven great option small spaces compact fits easily countertop cabinet digital display easy read use design sleek modernhowever noticed heating time quite slow takes longer expected heat even simple items like soup leftovers may huge issue frustrating hurry limited time overall looking microwave small convenient good option prioritize speed efficiency may want consider models
3.0,0,unit heat food however reduce power level really doesnt whole lot anything instance cook something regular power two minutes itll blazing hot however reduce half heat four minutes itll still cold ive tried see experiment even reducing maybe seven eight power level im saying unit leave time youre gonna happy anything else youll sadly disappointed take five times long get result dont go full power time
3.0,0,microwave would probably work well worried tripping breaker normal household use buy different model w powerful instance took min heat package vegetables steam bag normally takes min larger onesthat said compact easy use clearly marked w youre retired like extra time wait something heat microwave may ok youre like wifekids impatient habitually late hurry youll need something lot power like w
3.0,0,microwave door small handle purchase price expensive compared brands similar items
3.0,0,microwave cooks finebut mechanical action push button door requires hard thumb force holding whole unit place hand stop moving latch also loudthe mechanical action keypad buttons also difficult requiring hard pressure sliding thumb around label find exact spot produce beep always takes several trieshence overall good oven easy pleasant use
3.0,0,takes minute cook food compared microwave
3.0,0,purchased october april last night white sparks buzzing electrical fire occurred tried heat butter microwave safe pyrex cup scarey pulled plug immediately melted chocolate butter pyrex years problem silver metal plate inside bumpy burned surface appliance safe one onehalf years old would like refund please
3.0,0,gave stars think decent microwave low power consumptionhowever appears innards farberware price range microwave farberware timeofday clock keep accurate time clock seriously fast days clock minutes fast
3.0,0,used microwave made sharp lasted years black decker lasted short two years maybe black decker make nice tools microwaves think motor died grinds see zaps light dark room safe use anymore worked fine nothing spectacular fine inexpensive guess get pay
3.0,0,compact cooks finemy biggest issue popcorn bags cant turn properly inside bag gets stuck metal plate paper burn watch bags make sure get stuck much easier bulb went less two years purchasethe power adjustment button never worked return window passed noticed
