rating,review
1,"I bought this microwave to use at work and would only use it 2-3 times per week, if that, and it completely stopped working after only having it for only 2.5 years. 1 year of those 2.5 years it was never used because I wasn’t at work, due to covid. I should of listened to all the reviews, stating that it just stops working! Such a waste, just to go to a landfill. My parents have had the same microwave for almost 30 years and it still works perfectly, nothing is made to last anymore!"
1,I had this microwave for years and then it broke so I bought a new one. I don’t know what the issue is but every time I use it - it gets a so much steam and condensation inside the microwave - which then quickly will mold if you don’t notice it and dry it right away.
1,Too small. Takes twice as long to cook anything.  Thought black and decker was quality.  Don’t buy this. I have to buy a larger one with more wattage now.  Trying to be frugal. Will end up buying another and throwing this out.
1,Wouldn’t be so bad if it just died.  However the innard ( upper right hand interior corner) started sparking and then caught fire.  Good thing I was in the kitchen when this happened.
1,"For those of you looking for inexpensive microwave. Pay attention to the wattage, there is no power on this unit and it takes forever to heat anything up.So I’m going looking at buying another unit, so in the end I will paying more money than if I noticed the wattage and spent a little more. Don’t make the same mistake I made."
1,I don't recommend this product the microwave doesn't cook food thoroughly and the middle of meals are left frozen
1,Ring was damaged.
1,Even at 100% power it takes twice as long to cook everything and is so small a dinner plate doesn't fit.
1,It looks nice and is small for compact spaces. The product broke and is not usuals anymore exactly at the same time the two year warranty expired.
1,"This microwave is very weak. At the max power level it takes forever to cook something. Ex. Tried to cook a Trader Joe’s frozen meal that said cook on high for 4 min. It took at least 10-15min and was just luke warm. This seems abnormal for a microwave. Also there is something wrong with the design for the grip that holds the glass plate in place on the turntable. No matter how you fidget with it, it comes off the track almost every time. So you have just like your plate randomly in there off the track which makes the spin feature useless or causes spills. I feel like the last one of these I bought had zero problems. Now it’s just a crappy small microwave. You could breathe heavily on something and heat it faster."
1,"I got it and plugged it in, it turned on but it wouldn't heat anything. I contacted amazon and they wanted me to trouble shoot it. I asked to return it and I was informed that I would have to take it to a facility to ship it out or I could pay to have it picked up from my house. Amazon's been slowly going downhill over the years."
1,I've had this microwave since approximately the end of January 2023 and can no longer use it because it has an electrical burning smell when used. Of course the return window has closed as well.
1,"It arrived broken , severely dented and un useable."
1,"New microwaves are supposed to last 7 years. This brand did NOT last long: The bottom is delaminated,(The coating cracked from the bottom so the microwave is not usable). It is really small inside it. A normal dinner plate is a close fit. The plate that turns the food slips off often. The microwave gets hot on top of the right side even when it is not running. Hard to clean once food gets in the cracks at the back on the bottom. Even though I tried to get that area with a soft-bristled brush after using normal methods, It is still stained in the crack and looks dirty inside when it is just cleaned. Wish a warranty was offered for this POS. I would have sent it back if knew the low quality."
1,"Control panel defective, item returned when seller’s customer service said that was normal. Item returned."
1,"I live in an apartment that does not come with a microwave so I bought this to have one. It fit perfectly in my kitchen and worked pretty well. Unfortunately yesterday when I used it, after about 5 seconds I saw red flashes going off inside and it was smoking. Needless to say I needed to return it. That was pretty easy but that was Amazon and not the manufacturer. Pretty disappointed the purchase didn’t work out. I would not recommend this at all considering it is an electrical hazard."
1,"Pretty sad this didn't work, the reviews were so good. We are looking for a compact microwave (replacing a Kenmore that we've had forever!) but the opening won't accommodate either of our dinner plates. Funny, I even read a review on the Black & Decker website stating that it was not the quoted 0.7 cubic feet but I did read that the glass turntable was 10"", which is what our old one was, so I took a chance. I didn't measure the inside as the walls aren't perfectly flat, but I can tell you that our 10 7/8 dinner plate would not fit into the interior unless we tilted it - which doesn't seem like a great idea w/ a plate full of food. For $75 I don't want an oven that I'm frustrated with."
1,Hard to get a dinner plate to fit. Complicated to operate.
1,"TERRIBLE. Box damaged. Looks like this microwave was returned and re- packaged to be sent to next customer. Microwave was dented, in several areas- Also. Display panel broken.  Not ordering from Black and Decter again"
1,"Worked for about one year. Heating a slice of pizza one day sparks and fire shot out of microwave. We unplugged it and tried to get Black and Decker/Midea to honor the two year warranty but they are giving us the run around and then radio silence. If you are looking for a good microwave, don’t buy this one. Of note: we kept the microwave very clean!"
1,"Smaller than it appears and fits very few things. Takes forever to heat up anything.Over time it builds up moisture. The walls are always wet, there is standing water under the turntable.  All this causes bacteria and mold growth and bad smell. Surprisingly bad microwave."
1,This actually came in damaged. When taken out the pieces just came off and the top is clearly bent and we can’t put the touch pad in because the plastic inside is broken and won’t sit correctly because of being bent
1,"The media could not be loaded.For some reason, this microwave completely shuts down when overworked (more than 5 minutes).  It makes one clicking sound and then powers off completely.  No digital display, no oven light, nothing.  Overheating maybe?  Right side of microwave gets hot.  I guessing some sort of fuse is being triggered.  Comes back to life after several minutes.  Will work for light duty microwaving for a minute or 2.  Otherwise, avoid this piece of junk."
1,"The media could not be loaded.Box was broken, then the entire microwave was coming apart"
1,THe microwave did not work had to return this back to amazon :(
1,"Brand new just received, door won’t open push button wasn't engaging with the plastic fitting to push on the door latch.  Improper installationOf plastic fitting. Wasn't snapped in place.  I found this out after removing cover from microwave. After numerous tries, I was able tO snap the plastic lever back into its correct position. Door button works fine now. It was a hassle,but now I'm not waiting for another microwave!Probably would not buy another Black and Decker."
1,FIRST IT HAD A ODOR  CONSENTING CLEANING FROM THIS ITEM NOW SPARKS CAME FROM IT I WOULD LIKE TO RETURN THIS ITEM THE MONEY PUT BACK ON MY GIFT CARD OR A CHECK FOR THE AMOUNTTHANKING YOU IN ADAVANCE DORIE SHABAZZ
1,Stopped working almost exactly 2 years after purchase (after being lightly used mostly for reheating). It replaced a small microwave that was many years old. I do not recommend this microwave.
1,This microwave came damaged. The button for the door wasn’t able to go in so the door to the microwave wasn’t able to open. Then I noticed I seen it was damaged.
1,"We wanted a smaller microwave and this B+D was a disappointment. The turntable was too big for the unit. it's not centered inside so the bowl/plate is spinning lopsided. A standard dinner plate did not fit and would get stuck while the turntable is turning. The buttons also would not all depress. Some did. Some did not. That was the last straw. I can use smaller dishes, but I'm not going to keep a microwave where Some of the buttons don't work."
1,"Don’t buy this thing.It was never very good at heating things evenly. Even with the spinning tray, food would warm up unevenly with spots that were ice cold and others that were too hot.The bigger problem: The keypad failed after about 1 year of rather infrequent use. So, now it’s just useless.This thing is JUNK.  Don’t buy it. Spend a little more on a better microwave."
1,Works but take longer to heat now as powerful as I thought it would be
1,"Purchased Nov 2021. Out of warranty I guess. Very troubling it has quit. At first I thought it was some problem with the plates I was using. It worked with some but not others. Never anything metal or gold  rimmed, I know that. .Finally it was clear, the thing is broken. Just a frightening sound. A defective item, although it worked for a year a month."
1,"We tried to microwave a bag of popcorn, the microwave got way to hot lit the popcorn on fire scorched the inside completely brown we have been using this for 3 days. Th first order never arrived and due to the danger I've had to request a refund."
1,"My built-in microwave died recently after a verrrrry long life, and finding a replacement was a major ordeal. Because I don’t know how long until I have a new microwave installed, I decided to buy one that was priced low to get me through the wait. I use my microwave every day to reheat things like soup or casseroles. Unfortunately, this Black & Decker is a piece of junk. I can’t even use it for reheating ☹️  Maybe it would work for students in a dorm who just need something to make popcorn or other microwave-ready foods, but it’s useless in an adult kitchen."
1,"Pushing to start are setting times is a issue, you really have to push all buttons hard, setting the clock, big issue have to wait till 10.00 pm to set because the zero button doesn’t work. It’s for memory only."
1,"I dont understand.. This is the second time I get it delivered, Fist time came all broken, even with trash in the box. I return it and I just received a ""new one today ""  and it is also damaged.  What a waste of money . I will definitely not buy it again..."
1,"Microwave worked fine for a couple of months. Inexplicably started to smoke during use one time, and now anytime I turn it on it, immediately smells like something is burning (not food. Like a plastic burning smell). Definite fire hazard at this point. Amazon recommended calling the manufacturer, but I only get a busy dial tone when I try the number they supplied.I would look elsewhere for a small microwave."
1,Touch pad did not process the items input. Returned.
1,"We bought this for my daughter's dorm room in August of 2021...she confirmed nobody has put any metal objects into the microwave.  My wife just visited her in NYC and found out the right-side, interior panel has been sparking consistently so they stopped using it.  I just searched ""spark"" in the comments/reviews and apparently a lot of other consumers are having the same issue.  This could be a MAJOR fire hazard.  Now 4 roommates are out a microwave...$150and it didn't even last 7 months."
1,I ordered this microwave because Amazon recommended it. The control panel buttons didn't work.  I even had a friend come over to try. It just didn't work. I was hard for me to carry it to UPS to return. Very disappointed.
1,Purchased this microwave May 2021 and it started on fire.  This item was only used to heat things up.
1,"This is the worst microwave (probably appliance, overall) I've ever owned. It takes 4 minutes to heat a cup of coffee, and is super small. The turning plate falls off the stabilizer everytime I use the microwave. I got rid of my old microwave because Black and Decker has never disappointed me, and I regret it immensely."
1,Started blinking on and off the 1st time I used it garbage DO NOT BUY!
1,"This microwave will do the job, but have to push buttons 10 times before it works, doesn't heat through in amounted time packages require, you have to slam the door for a loud obnoxious sound every time and sound like it is cheap. I live and learn and should have bought a more expensive one. Pass on this one unless you are desperate."
1,Not what I expected very disappointed
1,"Awful, the deviceMoves at the slightest touch, has zero wait to it, closing and opening it is like opening the 16 year rusted garage door, barely fits a small dinner plate, barely warms anything bigger than a meatball, a bag of microwave popcorn doesn’t even fully rotate Inside(burnt popcorn no matter what), the rotation plate never ever stays on track and flies off at every possible moment. Honestly should have known better than to get a black and decker product. Their line of items are cheap and a waste of market space.Save yourself the hassle, get something better!"
1,I had to return it because it was dented  and the door would not open on the microwave
1,"Very poor quality.  This microwave oven took very long time to heat anything.  A cup of water for tea, leftovers, popcorn.  We reached out to Black & Decker and was past 1 year warranty when the device started to run while no buttons were activated, Started to shut down mid cook so you can't use it.  We upgraded to a samsung last night and will not buy black & decker products or appliances from amazon again.  Learn from out mistake!"
1,"So small that a plate barely fits. The plate in comes with constantly moves around and it won’t settle in the middle. Takes forever to heat up! It takes about 10 mins to get a small bowl of soup to warm up.  Too late to return, but I will be trashing it and buying a new microwave."
1,While heating up our food in the microwave safe container the side of the microwave caught fire after making a crackle sound and sparked.
1,"This microwave is garbage. The labels on the front of the unit are worn off and it sounds off at random after using, clearly on it's way out after 3 months. I've had microwaves last for years but this one needs to be avoided. You'd be much better off buying one for $50.00 at the ""W"" box store. Much more reliable."
1,mine had a big dent on right side
1,The worst microwave I have ever had. The ventilation does not work right and the condensation is beyond excessive. I almost burned my hand on hot water dripping from the roof. I contacted the company and got passed from person to person. I supplied all the documentation they asked. They told me it is NORMAL. Far from it. DO NOT BUY THIS.
1,I purchased this product not even a year ago and it already broke. I reached out to black + decker who was no help and referred me to the manufacture. I reached out to them and never heard back. I don’t recommend this product or black + decker since they don’t seem to care about their customers.
1,Hard to see why this is top rated since it has died after only 15 months.  Sound like it’s going to explode when you turn it on.  I guess  things just don’t last.
1,"The internal dimensions listed are not truly accurate, they measure to the recessed bump-out inside the box, not the bottom of the overall internal size. Those measurements only work if you are using some sort of elevated plate with a tall foot. When using a simple FLAT PLATE, the internal dimensions are half an inch narrower than the bump out, which on a microwave this size, makes all the difference.VERY disappointed to receive this item having confirmed that my dinner plate will fit, only to realize the dimensions they provide are not fully accurate and I actually can't fit a dinner plate."
1,"This is the only size that fits and I thought Black and Decker was a good brand but this microwave was weak to being with but after a few weeks, I opened it and it would not shut off. It runs when you open the door, very dangerous and they wanted me to call customer support at B&D to trouble shoot this POS, not worth it. Amazon should have taken a return."
1,"I just moved into a one room apartment and needed a new microwave so I thought this might've been what I needed but when I got it it takes up like a third of my kitchen shelf space and sounds so loud I could hear it out in the hallway. Already considering a replacementEdit: it's so weak and small I couldn't even put a frozen tv dinner in it without it trying as hard as it can to spin it, only to have it get stuck on the walls because it can barely fit a bowl in it."
1,"Everything was working great until it wasn't. It was used in a two-person household, so it wasn't used outrageously in the 8 months we had it, and it would regularly be cleaned. I've never had a microwave just start sparking and making a grinding noise like this one had, so it was a disappointment to see it happen after only 8 months of use. Off to buy another microwave, definitely not this one again!"
2,"I purchase for the Brand since have had many items that just seem to do well for me.This is a disappointment functionally for two reasons -1) IT SLIDES all over the counter. Why would ANY OEM build something that will live on a formica counter top with SLICK, unstable supports? I just don't get it.2) Tiny thin, writing on Black, not back lighted - Labeling. Until this product I never needed to turn the big light on in the Kitchen AND put on my glasses. Now I do.The noise put me off a bit when first started up - startled me.All of my other Microwaves, ever, had a fan noise and more of a higher pitch, light hum to it. This one is to me, 3x's as loud, with a low, very textured buzz (not a hum a buzz, buzzing - heavy running sound).It's not the least expensive, not the most costly and since I find price is not always, or even usually an indicator of ""good/not-good"" - I went with brand and reviews.I did read the, or see the reviews that state the same as I say now - NOW I understand - but just didn't ""get it"" until today - wow - what to do.Otherwise, the controls are somewhat intuitive.The times to heat are about the same or the same as on my 1200 watt unit or the prior 900 watt unit. I felt that there was no need to use that much wattage to heat water, or warm food, etc.I was anticipating the inside dimensions being ""tight"", but remain functional for what I experience with other units. So, what I mean, as e.g., is like - I'd love to heat 3 slices of Pizza same time one place as with the room or power with the 1200 watt unit. However, I often wind up doing two or even one slice in order to over all just heat the slice versus getting very ""spotty"" hot/cold not evenly warmed. Slight overlaps of slices never works and actually have burned things when got jammed/not rotate. So, the smaller footprint would seems as a non-issue, or better this way. HOWEVER, as the Manual says, allow for THREE INCHES all around this unit when using, placing it. So, it may not ""functionally"" be a small a footprint as you imagine if don't have that for air/heat which you need to take *seriously!So, anyway, it's a microwave. The door looks safe, will remain safe I hope, not sag, loosen up, etc., ""leak"" as is the warning concerning the - Door. However again, the Non-back lit Control Labels, small font/type and thin/light/hard to see AND that now I have to figure a way to keep it from SLIDING ALL OVER my counter top - SO DANGEROUS even for ""Adults"" - WOW. I looked in the box for some anti-slide thing not installed - none. I mean - where - is a Microwave EVER INSTALLED that is on a NON-SMOOTH, easy to clean, sanitize surface - ""sliddy""? Where - Black+Decker?In my opinion, that miss the mark for what I would otherwise, as first use rate would rate otherwise, 4 or even 5 stars. Then the Buzzing when running thing - is likely something that could be addressed. As with many things I see today now usually has to do with lowering the cost of manufacturing. I deal with mechanical audio and ""hear"" what they've done versus could do to quiet it down substantially.So, I hope that assists someone. Additionally, all in can say if Sliding is an issue, Small Control Labels, and Noise is an issue - take those Reviews to heart to consider - those are issues and wish I did. Yes, I could return it and may - we'll see. Who's to say what the others may be like - so... how much time to spend on this. Returns, especially with something this size are not easy for me to ""get to a shipper"" - so, consider all that is my advice and experience."
2,"so you may think you need 700 watts to run this, as it says 700 so many times, but the back of the device says on the label, 1050 input power, 700 watt output in microwave power.am I the only one who thought it was a microwave that would consume 700 watts ?"
2,"It's a fair to decent small microwave.  After 2 years of light use, it started rusting on the inside for no apparent reason.  Now 3 years later it is pretty yucky looking inside.  From the beginning it has taken longer to cook things that I had expected.  Based on the price and the nice way it fits on my counter in my small galley kitchen, it was worth the purchase price, but if you're looking for something that lasts more than a few years or if you're looking to cook bigger items, this may not be it."
2,"Have owned this for a month and I use it a few times a week. It still functions but is nowhere near as powerful as it was a month ago. For example, frozen Costco burrito microwaved the same exact way every time, now I need to microwave the same burritos twice as long for them to cook fully. Other items also don’t cook the same anymore"
2,This microwave takes twice as long to cook as packaging instructions and our past normal Microwave. Buttons are also hard to press (they must be pressed very hard to respond).Only positive is that the Microwave looks nice.
2,"Tidy size. I like the appearance. Nice that it fits tall cups even though it doesn't take up much counter space. Easy to use control panel. That said, it just doesn't work that well. Not powerful enough. We need to adjust the cooking time for everything. Even an extra minute is not enough and it heats unevenly. Most annoying was that the microwave popcorn bag kept getting stuck and not popping all the way. We found that the prime heating time was 3 min, whereas our old microwave only needed 1.45 min to pop all the popcorn. Clearly not a deal breaker for everyone, we're just sick of food with cold centers. Sadly, we tolerated it past the return window so are just out the money. Meh"
2,"I have had this microwave for almost 3 years and need to replace. I have read that microwaves are expected to last about 7-8 years(?).  The inside has started peeling/chipping and as a result, rusting. My family has complained that it takes twice as long as other microwaves to heat food (they are comparing it to the onesat their work). Its a bit loud when in use and water tends to build up easily inside , contributing to the rusting going on. I will invest in a better one this time around : /"
2,"I put a bag of microwave popcorn in and hit the popcorn button. I came back in literally two minutes, and the popcorn had burnt and was smoking. What had happened is when the popcorn bag unfolded and was now too big to rotate. The microwave is so small it cannot take a regular bag of popcorn. During the smoking there was damage. Now we are buying the larger microwave.I do think I made a mistake walking away, but I also think a microwave should be able to deal with a popcorn bag."
2,This takes 2x the time to warm food. It’s very weak. Regret purchasing!!!
2,"I like to microwave popcorn, but when I did this with a brand with large size bags, the edges scorched and burned a hole in the plastic on the right side of the microwave. The bag was too big for this microwave, so much so that the turntable wouldn't turn when it was almost popped so it stood still while continuing to pop. I had to get rid of the microwave, and took it to the Transfer Station to recycle. Be careful!! I now have a larger microwave and it works much, much better!!"
2,Too small- a bag of popcorn doesn't have room to turn. Standard plate has to be tipped to one side to fit in. Its a no.
2,"I knew when I bought this, that it would take longer to heat things than I'm used to, but it's very weak: takes over 4 minutes to boil 1 cup of water.My bigger problem is that it seems very cheaply made.  I've had this it for 3 months, and will be surprised if it lasts another 3.From the start, the plastic coating over the keypad doesn't lay smoothly, and there's a small bubble in the plastic coating on the inside of the microwave's door.About 2 weeks ago, it began to make increasingly loud noises when in use; it sounds like the turntable is the source.My advice: save your money and buy a better product."
